"準確度","分析變數","截止值","資料角色","事件","F1 評分","偽發現率","F0.5 評分","偽陰性率","偽陰性","偽陽性率","偽陽性","ROC 區隔","KS (Youden)","誤分類率 (事件)","1 - 特異度","分割指標","敏感度","特異度","真陰性","真陽性","目標名稱","有格式的分割"
"0.5484","P_Label1","0.7700","VALIDATE","           1","0.2222","0.2000","0.3922","0.8710","27","0.0323","1","0.0968","0","0.4516","0.0323","0","0.1290","0.9677","30","4","Label","           0"
"0.5645","P_Label1","0.7800","VALIDATE","           1","0.2286","0","0.4255","0.8710","27","0","0","0.1290","0","0.4355","0","0","0.1290","1","31","4","Label","           0"
"0.5161","P_Label1","0.7900","VALIDATE","           1","0.0625","0","0.1429","0.9677","30","0","0","0.0323","0","0.4839","0","0","0.0323","1","31","1","Label","           0"
"0.5161","P_Label1","0.8000","VALIDATE","           1","0.0625","0","0.1429","0.9677","30","0","0","0.0323","0","0.4839","0","0","0.0323","1","31","1","Label","           0"
"0.5161","P_Label1","0.8100","VALIDATE","           1","0.0625","0","0.1429","0.9677","30","0","0","0.0323","0","0.4839","0","0","0.0323","1","31","1","Label","           0"
"0.5161","P_Label1","0.8200","VALIDATE","           1","0.0625","0","0.1429","0.9677","30","0","0","0.0323","0","0.4839","0","0","0.0323","1","31","1","Label","           0"
"0.5000","P_Label1","0.8300","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.8400","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.8500","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.8600","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.8700","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.8800","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.8900","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9000","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9100","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9200","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9300","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9400","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9500","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9600","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9700","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9800","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","0.9900","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"0.5000","P_Label1","1","VALIDATE","           1","0","","0","1","31","0","0","0","0","0.5000","0","0","0","1","31","0","Label","           0"
"","P_Label1","1","VALIDATE","           1","","0","","1","","0","","","","0.5000","0","0","0","1","","","Label","           0"
